"","name","city","prim","sec","tert","quart","state","stars"
"1735","Pan China Cafe","Charlotte","Chinese",NA,NA,NA,"NC",2.72727272727273
"1736","Panaderia & Taqueria Marimar","Fitchburg","Mexican",NA,NA,NA,"WI",4.2
"1737","Pancho's Mexican Buffet","Phoenix","Buffets"," Mexican",NA,NA,"AZ",2.38461538461538
"1738","Panda Chinese Restaurant","Matthews","Chinese",NA,NA,NA,"NC",2.28571428571429
"1739","Panda Express","Champaign","Chinese",NA,NA,NA,"IL",2.95847750865052
"1740","Panda Garden","Sun Prairie","Chinese",NA,NA,NA,"WI",3.77464788732394
"1741","Panda Gourmet","Phoenix","Chinese",NA,NA,NA,"AZ",4
"1742","Pane Bianco","Phoenix","Pizza"," Italian"," Sandwiches",NA,"AZ",4.17721518987342
"1743","Pane e Vino","Scottsdale",""," Italian",NA,NA,"AZ",4.24242424242424
"1744","Panera Bread","West Homestead","Soup"," Sandwiches"," Salad",NA,"PA",3.39615384615385
"1745","Papa Christo's","Phoenix","Italian"," Pizza"," Sandwiches",NA,"AZ",3.66666666666667
"1746","Papa J's","Carnegie",""," Italian",NA,NA,"PA",3.57142857142857
"1747","Papa J's Centro","Pittsburgh",""," Italian",NA,NA,"PA",3.27777777777778
"1748","Papa Jimmy's Pizzeria","Cottage Grove","Pizza",NA,NA,NA,"WI",2.33333333333333
"1749","Papa John's Pizza","Belmont","Pizza",NA,NA,NA,"NC",2.609375
"1750","Papa Murphy's","Urbana","Pizza",NA,NA,NA,"IL",3.63636363636364
"1751","Papa Murphy's Take and Bake Pizza","Sun Prairie","Pizza",NA,NA,NA,"WI",3
"1752","Papa Murphys Take and Bake Pizza","Las Vegas","Pizza",NA,NA,NA,"NV",3.33333333333333
"1753","Papago Brewing","Scottsdale","Food"," Sandwiches"," Breweries"," Pizza","AZ",3.97442455242967
"1754","Paparazzi Restaurant","Pittsburgh",""," Italian",NA,NA,"PA",3.5
"1755","Papas Pizza To-Go","Matthews","Pizza",NA,NA,NA,"NC",4
"1756","Paradise Bakery","Phoenix","Bakeries"," Food"," Breakfast & Brunch",NA,"AZ",3.19178082191781
"1757","Paradise Bakery & Cafe","Glendale","Bakeries"," Food"," Cafes",NA,"AZ",3.33333333333333
"1758","Park 51 Cafe","Charlotte","American (Traditional)",NA,NA,NA,"NC",3.4
"1759","Park Central Deli","Phoenix","Burgers"," Delis"," Sandwiches",NA,"AZ",3.28
"1760","Parkway Cafe","Charlotte","Cafes",NA,NA,NA,"NC",3.75
"1761","Parkway Family Restaurant","Madison","Breakfast & Brunch"," American (New)",NA,NA,"WI",3.65
"1762","Parkway House Family Restaurant","Concord","American (New)",NA,NA,NA,"NC",3.72727272727273
"1763","Parthenon Gyros Restaurant","Madison","Greek"," Mediterranean",NA,NA,"WI",3.57731958762887
"1764","Pasqual's","Madison","Mexican"," Tex-Mex",NA,NA,"WI",2.88524590163934
"1765","Pasquarelli's Pizza House","Mc Kees Rocks","Pizza",NA,NA,NA,"PA",4
"1766","Pasta & Provisions","Charlotte","Food"," Specialty Food"," Pasta Shops"," Delis","NC",4.36666666666667
"1767","Pasta Brioni","Scottsdale",""," Italian",NA,NA,"AZ",3.68965517241379
"1768","Pasta Cucina","Henderson",""," Italian",NA,NA,"NV",3.26666666666667
"1769","Pasta Pomodoro","Phoenix",""," Italian",NA,NA,"AZ",3.88235294117647
"1770","Pasta Too","Pittsburgh","Pizza",NA,NA,NA,"PA",4
"1771","Pat's Chinese Food and Minimart","Las Vegas","Chinese",NA,NA,NA,"NV",3.33333333333333
"1772","Pat's Pizza Plus","Phoenix","Italian"," Pizza"," Sandwiches",NA,"AZ",3.81609195402299
"1773","Pat O'Malley's Jet Room","Madison","Diners",NA,NA,NA,"WI",4.20754716981132
"1774","Patou French Bistro","Charlotte","French",NA,NA,NA,"NC",2.33333333333333
"1775","Paul's Neighborhood Bar","Middleton","Bars"," American (New)"," Nightlife",NA,"WI",3.5
"1776","Peacemeal Vegetarian Restaurant","Madison","Vegetarian",NA,NA,NA,"WI",4.33333333333333
"1777","Peanutz","Pittsburgh","Bars"," American (New)"," Nightlife",NA,"PA",2.42857142857143
"1778","Pedro's Mexican Restaurante","Madison","Mexican",NA,NA,NA,"WI",2.45070422535211
"1779","Pei Wei","Phoenix","Fast Food"," Asian Fusion"," Chinese",NA,"AZ",3.31991525423729
"1780","Pei Wei Asian Diner","Fountain Hills","Asian Fusion"," Chinese",NA,NA,"AZ",2.75
"1781","Peking Chinese Restaurant","Sun Prairie","Chinese",NA,NA,NA,"WI",2.66666666666667
"1782","Peking Garden Restaurant","Champaign","Chinese",NA,NA,NA,"IL",3.8780487804878
"1783","Pel'meni","Madison","Russian",NA,NA,NA,"WI",3.54545454545455
"1784","Penn Brewery","Pittsburgh","German"," Breweries"," Venues & Event Spaces"," Food, Event Planning & Services","PA",3.48091603053435
"1785","People's Bakery","Madison","Bakeries"," Lebanese"," Food"," Mediterranean, Middle Eastern","WI",4.16666666666667
"1786","People's Indian Restaurant","Pittsburgh","Indian",NA,NA,NA,"PA",3.7
"1787","Pepe's Taco Villa","Phoenix","Mexican",NA,NA,NA,"AZ",4.14473684210526
"1788","Pepe's Tacos","Las Vegas","Mexican",NA,NA,NA,"NV",3.625
"1789","Pepin","Scottsdale","Basque"," Spanish",NA,NA,"AZ",2.8494623655914
"1790","Peppersauce Cafe","Phoenix","Cafes",NA,NA,NA,"AZ",4.05555555555556
"1791","Peppi's","Pittsburgh","Sandwiches",NA,NA,NA,"PA",4.25233644859813
"1792","Peppino's Restaurant","Madison",""," Italian",NA,NA,"WI",3.5
"1793","Perkins Restaurant & Bakery","Madison","Bakeries"," Food"," Breakfast & Brunch"," American (Traditional)","WI",2.72941176470588
"1794","Persian Garden Cafe","Phoenix","Vegetarian"," Persian/Iranian"," Mediterranean",NA,"AZ",3.69230769230769
"1795","Persian Room","Scottsdale","Mediterranean"," Persian/Iranian"," Middle Eastern",NA,"AZ",4.13315217391304
"1796","Pesaro's Pizza","Pittsburgh","Pizza",NA,NA,NA,"PA",2.55
"1797","Pesto's","Chandler","Bars"," "," Wine Bars"," Nightlife, Italian, Pizza","AZ",4.24444444444444
"1798","Pete's Fish & Chips","Phoenix","Seafood"," Fish & Chips",NA,NA,"AZ",3.27868852459016
"1799","Peter Piper Pizza","Phoenix","Pizza"," Buffets",NA,NA,"AZ",3.44554455445545
"1800","Petes Fish & Chips","Phoenix","American (Traditional)"," Fish & Chips",NA,NA,"AZ",3.3125
"1801","Pewter Rose Bistro","Charlotte","Breakfast & Brunch"," American (New)",NA,NA,"NC",3.41111111111111
"1802","Phat Burrito","Charlotte","Mexican"," Tex-Mex",NA,NA,"NC",3.82488479262673
"1803","Phil's Deli","Charlotte","Delis"," "," Event Planning & Services"," Caterers","NC",3.47368421052632
"1804","Phil's Deli New York Deli & Tavern","Charlotte","Bars"," Food"," Beer"," Wine & Spirits, Delis, Nightlife, Sports Bars","NC",3.09090909090909
"1805","Phil's Tavern","Charlotte","Dive Bars"," Bars"," Nightlife"," Delis","NC",2.54545454545455
"1806","Philadelphia Deli Restaurants","Charlotte","Breakfast & Brunch"," Cheesesteaks"," Diners",NA,"NC",3.25
"1807","Philly's Sports Bar & Grill","Tempe","Nightlife"," Bars"," American (Traditional)"," Sports Bars","AZ",3.64646464646465
"1808","Philly Cheesesteak Factory","Las Vegas","Cheesesteaks",NA,NA,NA,"NV",3.81818181818182
"1809","Pho An Hoa","Charlotte","Vietnamese",NA,NA,NA,"NC",4.0625
"1810","Pho Bang Restaurant","Phoenix","Vietnamese",NA,NA,NA,"AZ",2.91666666666667
"1811","Pho Daravan Restaurant","Charlotte","Vietnamese"," Laotian",NA,NA,"NC",3.83333333333333
"1812","Pho Hoa Restaurant","Charlotte","Vietnamese",NA,NA,NA,"NC",4.21590909090909
"1813","Pho Kim Long","Las Vegas","Vietnamese"," Chinese",NA,NA,"NV",3.41255868544601
"1814","Pho Minh","Pittsburgh","Vietnamese",NA,NA,NA,"PA",3.79245283018868
"1815","Pho Nhu  Y","Las Vegas","Vietnamese",NA,NA,NA,"NV",2.625
"1816","Pho Saigon 8","Las Vegas","Vietnamese",NA,NA,NA,"NV",3.59580838323353
"1817","Pho So 1","Las Vegas","Vietnamese",NA,NA,NA,"NV",3.47030497592295
"1818","Pho Vietnam Restaurant","Las Vegas","Vietnamese",NA,NA,NA,"NV",2.85507246376812
"1819","Phoenix Blue Fin","Phoenix","Sushi Bars"," Japanese",NA,NA,"AZ",4.15337423312883
"1820","Phoenix City Grille","Phoenix","Bars"," American (Traditional)"," Nightlife",NA,"AZ",4.23109243697479
"1821","Phoenix House Of Pizza And Subs","Phoenix","Italian"," Pizza"," Sandwiches",NA,"AZ",3.54545454545455
"1822","Phu Thanh","Mesa","Soup"," Vietnamese"," Comfort Food",NA,"AZ",4.04878048780488
"1823","Picadeli's Pub","Matthews","Pubs"," Delis"," Nightlife"," Bars","NC",3.66666666666667
"1824","Picasso's","Fitchburg","Italian"," Pizza",NA,NA,"WI",3.51612903225806
"1825","Picasso's Sports Cafe","Charlotte","Bars"," Burgers"," Nightlife"," , Sports Bars, Pizza","NC",3.95081967213115
"1826","Pick Up Stix","Phoenix","Chinese",NA,NA,NA,"AZ",3.23076923076923
"1827","Pickles Pizza & Sandwich Emporium","Pittsburgh","Pizza",NA,NA,NA,"PA",3.53846153846154
"1828","Picnic Company Gourmet Cafe","Scottsdale","American (Traditional)"," Sandwiches",NA,NA,"AZ",3.125
"1829","Picnic Company Restaurants","Tempe","Delis",NA,NA,NA,"AZ",4.42857142857143
"1830","Pike's Old Fashioned Soda Shop","Charlotte","Food"," Ice Cream & Frozen Yogurt"," Breakfast & Brunch"," American (Traditional)","NC",3.61988304093567
"1831","Pin Kaow Thai Restaurant","Las Vegas","Thai",NA,NA,NA,"NV",3.84955752212389
"1832","Pinata Nueva","Anthem","",NA,NA,NA,"AZ",2.33333333333333
"1833","Pine Cone Restaurant","De Forest","American (Traditional)",NA,NA,NA,"WI",3.97142857142857
"1834","Pink Lotus Express","Phoenix","Seafood"," Chinese",NA,NA,"AZ",3.1875
"1835","Pink Pepper Thai Cuisine","Phoenix","Thai",NA,NA,NA,"AZ",3.66666666666667
"1836","Pinky's Cafe","Phoenix","Diners",NA,NA,NA,"AZ",3.33333333333333
"1837","Pinnacle Peak General Store","Scottsdale","Food"," Grocery"," American (Traditional)"," Breakfast & Brunch","AZ",3.79545454545455
"1838","Pinnacle Peak Patio","Scottsdale","Steakhouses",NA,NA,NA,"AZ",3.48739495798319
"1839","Pinnacle Peak Pizza","Scottsdale","Pizza",NA,NA,NA,"AZ",4.33333333333333
"1840","Pino's Contemporary Italian Restaurant & Wine Bar","Pittsburgh","Tapas/Small Plates"," "," Italian",NA,"PA",3.13793103448276
"1841","Pino's Pizza Al Centro","Phoenix",""," Pizza"," Salad"," Italian","AZ",4.13793103448276
"1842","Pinon Grill","Scottsdale","American (New)",NA,NA,NA,"AZ",2.53333333333333
"1843","Pinoy Pinay Filipino Restaurant","Las Vegas","Filipino",NA,NA,NA,"NV",3.50574712643678
"1844","Pioneer Restaurant","Phoenix","Southern",NA,NA,NA,"AZ",4
"1845","Piper's Pub","Pittsburgh","Irish"," Bars"," British"," Pubs, Nightlife","PA",4.25877192982456
"1846","Pirate's Fish & Chips","Casa Grande","Fast Food",NA,NA,NA,"AZ",2.64285714285714
"1847","Pisa Pizza","Fountain Hills","Pizza",NA,NA,NA,"AZ",3.6
"1848","Pita House","Scottsdale","Bars"," Greek"," Middle Eastern"," Nightlife, Hookah Bars","AZ",2.90178571428571
"1849","Pita Jungle","Chandler","Vegetarian"," American (New)"," Mediterranean",NA,"AZ",4.02746365105008
"1850","Pitcher's Pub","Madison","Pubs"," Bars"," American (Traditional)"," Nightlife","WI",3.7
"1851","Pittsburgh Cafe","Pittsburgh","American (Traditional)"," Buffets"," Chicken Wings",NA,"PA",2.8
"1852","Pittsburgh Rare","Pittsburgh","Steakhouses",NA,NA,NA,"PA",2.6
"1853","Pizza Amier","Pittsburgh","Italian"," Pizza"," Sandwiches",NA,"PA",3.51612903225806
"1854","Pizza by Napoli","Phoenix","Italian"," Pizza",NA,NA,"AZ",4.14864864864865
"1855","Pizza Di Roma","Madison","Pizza",NA,NA,NA,"WI",3.66101694915254
"1856","Pizza Factory","Chandler","Pizza",NA,NA,NA,"AZ",3
"1857","Pizza Heaven Bistro","Phoenix","Italian"," Pizza",NA,NA,"AZ",4.01276595744681
"1858","Pizza Hut","Pittsburgh","Italian"," Pizza"," Chicken Wings",NA,"PA",2.18350515463918
"1859","Pizza Italia","Pittsburgh","Pizza",NA,NA,NA,"PA",4.27777777777778
"1860","Pizza King","Munhall","Pizza",NA,NA,NA,"PA",4.66666666666667
"1861","Pizza Mart","Mesa","Italian"," Pizza",NA,NA,"AZ",4.25
"1862","Pizza Mia","Phoenix","Italian"," Pizza"," Salad",NA,"AZ",4
"1863","Pizza Milano","Pittsburgh","Pizza",NA,NA,NA,"PA",3.64102564102564
"1864","Pizza Parma","Pittsburgh","Pizza",NA,NA,NA,"PA",2.98387096774194
"1865","Pizza Patron","Phoenix","Pizza",NA,NA,NA,"AZ",3
"1866","Pizza Perfectta","Pittsburgh","Pizza",NA,NA,NA,"PA",3.94545454545455
"1867","Pizza Picazzo","Gilbert","Pizza",NA,NA,NA,"AZ",3
"1868","Pizza Picazzo, LLC","Scottsdale","Pizza",NA,NA,NA,"AZ",3.28
"1869","Pizza Pit","Sun Prairie","Sandwiches"," Pizza"," Chicken Wings",NA,"WI",2.66666666666667
"1870","Pizza Pit Extreme","Madison","Sandwiches"," Pizza"," Chicken Wings",NA,"WI",3.55
"1871","Pizza Prima","Pittsburgh","Pizza",NA,NA,NA,"PA",4.09523809523809
"1872","Pizza Shack","Pittsburgh","Pizza",NA,NA,NA,"PA",3.83333333333333
"1873","Pizza Spiga","Matthews","Pizza",NA,NA,NA,"NC",3.52173913043478
"1874","Pizza Stop","Pittsburgh","Pizza",NA,NA,NA,"PA",4
"1875","Pizzeria Uno","Charlotte","Pizza",NA,NA,NA,"NC",2.60869565217391
"1876","Plaid Eatery","Tempe","Asian Fusion",NA,NA,NA,"AZ",3.1
"1877","Playas Del Novilleros","Phoenix","Seafood",NA,NA,NA,"AZ",4.125
"1878","Players Sports Bar","Madison","Bars"," Burgers"," Sandwiches"," Nightlife, Sports Bars","WI",4.375
"1879","Pleasure Bar and Restaurant","Pittsburgh","Bars"," "," Nightlife"," Italian","PA",2.7843137254902
"1880","Pointe In Tyme","Phoenix","Breakfast & Brunch",NA,NA,NA,"AZ",3.27586206896552
"1881","Polish Deli","Las Vegas","Delis"," Sandwiches"," Salad",NA,"NV",4.21052631578947
"1882","Poncho's Mexican Food","Phoenix","Mexican",NA,NA,NA,"AZ",3.58227848101266
"1883","Pong Pong","Phoenix","Chinese",NA,NA,NA,"AZ",3.34146341463415
"1884","Pong Pong Restaurant","Tempe","Chinese",NA,NA,NA,"AZ",3.02222222222222
"1885","Pooley's","Madison","Bars"," American (Traditional)"," Venues & Event Spaces"," Nightlife, Event Planning & Services, Sports Bars","WI",3.11111111111111
"1886","Popeye's Chicken","Fitchburg","Chicken Wings",NA,NA,NA,"WI",3.5
"1887","Popeye's Chicken & Biscuits","Mesa","Soul Food"," Cajun/Creole"," Fast Food",NA,"AZ",2.92307692307692
"1888","Popeyes","Las Vegas","Fast Food"," Chicken Wings",NA,NA,"NV",2.3448275862069
"1889","Popeyes Louisiana Kitchen","Las Vegas","Chicken Wings",NA,NA,NA,"NV",2.54166666666667
"1890","Poppa Coronofoulos Gyros & Chicago Style Deli","Madison","Hot Dogs",NA,NA,NA,"WI",4.5
"1891","Port of Subs","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.64601769911504
"1892","Port Of Subs","Las Vegas","Sandwiches",NA,NA,NA,"NV",3.93333333333333
"1893","Port of Subs and Smoothie King","Phoenix","Sandwiches",NA,NA,NA,"AZ",2.11764705882353
"1894","Porta Bella","Madison","Caterers"," "," Event Planning & Services"," Italian","WI",2.66071428571429
"1895","Portland's Restaurant & Wine Bar","Phoenix","Wine Bars"," Bars"," American (New)"," Nightlife","AZ",3.32051282051282
"1896","Portofino's","Crafton","Pizza"," Sandwiches",NA,NA,"PA",3.97122302158273
"1897","Portofino's Italian Restaurant & Pizzeria","Charlotte",""," Pizza"," Italian",NA,"NC",4.13
"1898","Postino Arcadia","Phoenix","Bars"," Breakfast & Brunch"," Wine Bars"," Nightlife, Italian","AZ",4.47452547452547
"1899","Potbelly Sandwich Shop","Madison","Soup"," Sandwiches"," Salad",NA,"WI",3.6
"1900","Pozoleria Guerrero","Phoenix","Mexican",NA,NA,NA,"AZ",3.91666666666667
"1901","Prairie Cafe & Bakery","Middleton","Bakeries"," Food"," Breakfast & Brunch"," Coffee & Tea","WI",3.60975609756098
"1902","Prairie Diner","Sun Prairie","Diners",NA,NA,NA,"WI",4.18181818181818
"1903","Prankster's Too","Scottsdale","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","AZ",3.68831168831169
"1904","Pressley Park Restaurant","Charlotte","Breakfast & Brunch"," American (Traditional)",NA,NA,"NC",3.13333333333333
"1905","Presto Bar & Grill","Charlotte","American (New)"," Southern",NA,NA,"NC",2.79310344827586
"1906","Presto Pizza & Wings","Phoenix","Pizza",NA,NA,NA,"AZ",4
"1907","Price's Chicken Coop","Charlotte","Southern",NA,NA,NA,"NC",3.97967479674797
"1908","Primanti Bros","Pittsburgh","Chicken Wings"," Sandwiches",NA,NA,"PA",3.36708860759494
"1909","Prime Time Pizza","Champaign","Pizza",NA,NA,NA,"IL",2.44444444444444
"1910","Primo Tuscan Grille","Charlotte","Bars"," "," Nightlife"," Italian","NC",1.71428571428571
"1911","Prince of India","Pittsburgh","Indian",NA,NA,NA,"PA",2.91836734693878
"1912","Princess Market","Mesa","Grocery"," Home Services"," Food"," Building Supplies, Middle Eastern","AZ",4.44642857142857
"1913","Priya Indian Cuisine","Tempe","Indian"," Buffets",NA,NA,"AZ",3.2
"1914","Prommares Thai Food","Las Vegas","Thai",NA,NA,NA,"NV",4.16551724137931
"1915","Providence Cafe","Charlotte","American (New)",NA,NA,NA,"NC",3.11538461538462
"1916","Providence Road Sundries","Charlotte","Bars"," American (Traditional)"," Pool Halls"," Nightlife, Sports Bars","NC",3.6
"1917","PT's","Las Vegas","Bars"," Pubs"," Nightlife"," American (New), Sports Bars","NV",3.36904761904762
"1918","Pub'n Grub","Mesa","Pubs"," Bars"," American (New)"," Nightlife","AZ",4
"1919","Pueblo Viejo","Phoenix","",NA,NA,NA,"AZ",3.33333333333333
"1920","Pullano's Pizza & Wings","Glendale","Pizza",NA,NA,NA,"AZ",4.0354609929078
"1921","Pumi Oriental Restaurant","Henderson","Japanese",NA,NA,NA,"NV",2.75
"1922","Qdoba Mexican Grill","Charlotte","Fast Food"," Mexican",NA,NA,"NC",3.17741935483871
"1923","Qorris Restaurant","Wickenburg",""," Pizza"," Italian",NA,"AZ",4.29411764705882
"1924","Que Bueno","Fountain Hills","Mexican",NA,NA,NA,"AZ",3.04
"1925","Que Huong Restaurant","Las Vegas","Vietnamese",NA,NA,NA,"NV",4.1
"1926","Que Mas Mexican Cafe","North Las Vegas","Mexican",NA,NA,NA,"NV",4.01388888888889
"1927","Queen's Bowl Chinese Food","Chandler","Chinese",NA,NA,NA,"AZ",4
"1928","Queen Creek Cafe","Queen Creek","Bars"," American (Traditional)"," Nightlife"," Lounges, Sports Bars","AZ",2.8974358974359
"1929","Quiet Storm Vegetarian & Vegan Cafe","Pittsburgh","Food"," Coffee & Tea"," Vegetarian",NA,"PA",3.80434782608696
"1930","Quik-It Chicken","Pittsburgh","Chicken Wings",NA,NA,NA,"PA",3.71428571428571
"1931","Quill Creek Cafe","Scottsdale","Cafes",NA,NA,NA,"AZ",3.63157894736842
"1932","Quilted Bear","Paradise Valley","",NA,NA,NA,"AZ",2
"1933","Quivey's Grove","Fitchburg","American (New)"," Fish & Chips",NA,NA,"WI",3.63265306122449
"1934","Quiznos","Charlotte","Fast Food"," Sandwiches",NA,NA,"NC",3.140625
"1935","Quiznos Sub","Charlotte","Sandwiches",NA,NA,NA,"NC",2.33333333333333
"1936","Quiznos Subs","Las Vegas","Sandwiches",NA,NA,NA,"NV",2.25
"1937","Qwik Chinese","Scottsdale","Chinese",NA,NA,NA,"AZ",3.72727272727273
"1938","R & B's Pizza Place","Bellvue","Pizza",NA,NA,NA,"PA",3.92857142857143
"1939","Rí Rá Irish Pub","Charlotte","Pubs"," Irish"," Nightlife"," Bars","NC",3.46703296703297
"1940","RA Sushi Bar Restaurant","Phoenix","Sushi Bars"," Japanese",NA,NA,"AZ",3.12733260153677
"1941","Rack Shack BBQ","Phoenix","Barbeque",NA,NA,NA,"AZ",3
"1942","Radio Maria","Champaign","Breakfast & Brunch"," Spanish"," Cajun/Creole",NA,"IL",3.64324324324324
"1943","Rae's Restaurant & Lounge","Henderson","American (Traditional)",NA,NA,NA,"NV",3.4
"1944","Raimondo's","Phoenix",""," Pizza"," Italian",NA,"AZ",3.375
"1945","Rainbow Donuts","Phoenix","Food"," Donuts"," Coffee & Tea"," Breakfast & Brunch","AZ",4.16071428571429
"1946","Rainbow Garden","Champaign","Chinese",NA,NA,NA,"IL",3.53658536585366
"1947","Rally's Hamburgers","Phoenix","Burgers",NA,NA,NA,"AZ",2.25
"1948","Ralph's La Hacienda Pizzeria & Italian Food","Glendale",""," Pizza"," Italian",NA,"AZ",3.75
"1949","Ralph's Snack Bar","Phoenix","Food Stands"," "," Event Planning & Services"," Caterers","AZ",3.93333333333333
"1950","Ramiro's Mexican Food","Glendale","Mexican",NA,NA,NA,"AZ",3.68627450980392
"1951","Ramiro's Mexican Foods","Goodyear","Mexican",NA,NA,NA,"AZ",4.5
"1952","Ramiro's Taco Shop","Sun Lakes","Mexican",NA,NA,NA,"AZ",3.21428571428571
"1953","Ramiros Mexican Food","Phoenix","Mexican",NA,NA,NA,"AZ",3.28571428571429
"1954","Ranch House","Charlotte","Steakhouses",NA,NA,NA,"NC",3.4
"1955","Rancho 7 Restaurant","Wickenburg","Nightlife",NA,NA,NA,"AZ",2.42857142857143
"1956","Rancho Pinot","Paradise Valley",""," American (New)"," Italian",NA,"AZ",4.19402985074627
"1957","Randy's Restaurant & Ice Cream","Scottsdale","Breakfast & Brunch"," American (New)"," Diners",NA,"AZ",4.11724137931034
"1958","Ratcliffe On The Green","Charlotte","American (New)",NA,NA,NA,"NC",3.75
"1959","Rawhide At Wild Horse Pass","Chandler","Active Life"," Steakhouses"," Amusement Parks",NA,"AZ",3.45925925925926
"1960","Ray's Pizza","Phoenix",""," Pizza"," Italian",NA,"AZ",3.76838235294118
"1961","Ray's Pizza II","Phoenix","Pizza",NA,NA,NA,"AZ",3
"1962","Rays Pizza","Anthem","Pizza",NA,NA,NA,"AZ",3.52631578947368
